,text,sentiment,transformed_text
293,Sobe o número de mortos no naufrágio do Pará,0,sob numer mort naufragi
294,Tragédia na Bahia: Marinha revisa número de mortos em naufrágio,0,traged bah mar revis numer mort naufragi
295,Tragédia na Bahia: embarcação vira e deixa 22 mortos,0,traged bah embarcaca vir deix 22 mort
296,“Estou pronto”,0,pront
297,Tragédia de Mariana: Justiça suspende processo por homicídio,0,traged mari jus suspend process homicidi
298,Cães viram heróis em tragédia na China,0,cae vir heroil traged chin
299,Incêndio florestal em Portugal mata mais de 60 pessoas,0,incendi florest portug mat 60 pesso
300,Toureiro espanhol Iván Fandiño morre após chifrada,0,tour espanhol ivan fandin morr apo chifr
301,Morte violenta de agente de Cristiano Araújo comove sertanejos,0,mort violent agent cristi arauj comov sertanej
302,Desabamento de prédio deixa 20 mortos na Colômbia,0,desab predi deix 20 mort colomb
303,Mariana: águas subterrâneas da bacia Rio Doce estão contaminadas,0,mari agu subterrane bac rio doc contamin
304,Papa Francisco expressa sua dor por tragédia na Colômbia,0,pap francisc express dor traged colomb
305,Deslizamento na Colômbia deixa mais de 250 mortos,0,desliz colomb deix 250 mort
306,Americano que atirou em si mesmo recebe transplante de rosto,0,americ atir si receb transpl rost
307,“Anjo da Chape” tem a casa reformada após ajudar em acidente,0,anj chap cas reform apo ajud acid
308,"Viva a teoria política, não a conspiratória",0,viv teor poli conspir
309,Trump assume com discurso populista e agressivo,0,trump assum discurs popul agress
310,"Avião que transportava Teori não tinha caixa-preta, diz FAB",0,avia transport teor caix pret diz fab
311,Queda de avião turco deixa ao menos 37 mortos,0,qued avia turc deix menos 37 mort
312,A avaliação do ministro da Justiça sobre o massacre de Manaus,0,avaliaca ministr jus sobr massacr manau
313,Viúvas fazem homenagens um mês após tragédia da Chapecoense,0,viuv faz homen me apo traged chapeco
314,Presidente da Chapecoense lembra um mês de tragédia aérea,0,presid chapeco lembr me traged aere
315,Follmann recebe o apoio de atleta paralímpico no hospital,0,follmann receb apoi atlet paralimp hospit
316,Queda de avião russo: equipes resgatam 11 corpos de vítimas,0,qued avia russ equip resgat 11 corp vit
317,CBF confirma amistoso entre Brasil e Colômbia no Engenhão,0,cbf confirm amist colomb engenha
318,Tragédia da Chapecoense: a recuperação surpreende,0,traged chapeco recuperaca surpreend
319,Alan Ruschel é o primeiro sobrevivente de tragédia a ir para casa,0,alan ruschel prim sobreviv traged ir cas
320,"A primeira foto de Neto após a tragédia: ‘Obrigado, Colômbia!’",0,prim fot net apo traged obrig colomb !'
321,Chapecoense já tem seu primeiro reforço para 2017,0,chapeco prim reforc 2017
322,Goleiro Jackson Follmann deixa a UTI em São Paulo,0,gol jackson follmann deix uti paul
323,Avalanche mata ciclista de 20 anos nos Alpes Franceses,0,avalanch mat cicl 20 ano alp frances
324,Chapecoense contrata técnico Vagner Mancini,0,chapeco contrat tecn vagn mancin
325,CBF confirma amistoso beneficente para ajudar Chapecoense,0,cbf confirm amist benefic ajud chapeco
326,Chapecoense: lateral e jornalista já podem deixar leito,0,chapeco later jornal pod deix leit
327,"O luto em Chapecó, pelo olhar da reportagem",0,lut chapec olh report
328,Ex-jogador do Barcelona se oferece para atuar pela Chapecoense,0,ex jog barcel oferec atu chapeco
329,Noiva que morreu sonhava em chegar de helicóptero ao casamento,0,noiv morr sonh cheg helicopter cas
330,"‘Não foi uma boa ideia do piloto’, diz comissário da Lamia",0,"boa ide pilot ', diz comissari lam"
331,"Internado, lateral da Chape melhora e pede até churrasco",0,intern later chap melhor ped churrasc
332,‘Anjo’ do desastre da Chapecoense conta como ajudou nas buscas,0,anj desastr chapeco cont ajud busc
333,Aviões da FAB com corpos das vítimas começam deixar Medellín,0,avio fab corp vit comec deix medellin
334,Pai de vítima reclama de ter de ir até Temer: `Falta de respeito`,0,pai vit reclam ter ir tem falt respeit
335,Velório coletivo em Chapecó muda para sábado,0,velori cole chapec mud sab
336,CBF confirma Chapecoense x Atlético-MG pelo Brasileirão,0,cbf confirm chapeco x atle mg brasileira
337,Companhia aérea boliviana é suspensa após tragédia,0,companh aere bolivi suspens apo traged
338,Atlético renuncia a partida contra Chapecoense na última rodada,0,atle renunc part contr chapeco ult rod
339,"Velório deve ocorrer na sexta-feira, com torcida na arquibancada",0,velori dev ocorr sext feir torc arquibanc
340,"Goleiro tem estado mais grave, segundo boletim da Chapecoense",0,gol est grav segund boletim chapeco
341,Chapecoense quer ajuda de clubes – e também da Globo,0,chapeco qu ajud club glob
342,Programa de sócios-torcedores da Chapecoense dispara,0,program soci torc chapeco disp
343,Petição quer rebatizar Sul-Americana de ‘Copa Chapecoense’,0,petica qu reba sul americ cop chapeco
344,Corpos devem ser transferidos ao Brasil ainda nesta semana,0,corp dev ser transfer aind nest seman
345,Chapecoense ganha homenagem do Guns ‘N’ Roses em vídeo,0,chapeco ganh homen gum n ros vide
346,Tragédia da Chapecoense: sobrevivente ficou em posição fetal,0,traged chapeco sobreviv fic posica fetal
347,Chapecoense: a maior tragédia do esporte,0,chapeco mai traged esport
348,"Genial em campo, Mário Sérgio deixa ‘futebol arte’ como legado",0,gen camp mari sergi deix futebol art leg
349,"Morto em acidente, câmera da Globo começou como porteiro do SBT",0,mort acid cam glob comec port sbt
350,Caixas pretas do avião da Chapecoense são encontradas,0,caix pret avia chapeco encontr
351,O poema de Drummond e os mortos de Medellín,0,poem drummond mort medellin
352,Palmeiras pede à CBF para jogar com a camisa da Chapecoense,0,palm ped cbf jog camis chapeco
353,"Sobrevivente, jornalista telefona para tranquilizar a família",0,sobreviv jornal telef tranquil famil
354,Piloto do avião da Chapecoense orbitava em busca de solução,0,pilot avia chapeco orbit busc soluca
355,Luto no futebol: Avião da Chapecoense cai na Colômbia,0,lut futebol avia chapeco cai colomb
356,"Nas redes sociais, clubes trocam foto em homenagem à Chapecoense",0,red soc club troc fot homen chapeco
357,Chapecoense: Filho de técnico esqueceu passaporte e não embarcou,0,chapeco filh tecn esquec passaport embarc
358,Vídeos mostram embarque e último voo da Chapecoense,0,vide mostr embarqu ult voo chapeco
359,Anac negou voo direto da Chapecoense para Medellín,0,anac neg voo diret chapeco medellin
360,China prende 13 por acidente em usina; mortos sobem para 74,0,chin prend 13 acid usin mort sob 74
361,Acidente em central elétrica deixa mais de 60 mortos na China,0,acid centr eletr deix 60 mort chin
362,Tragédia familiar,0,traged famili
363,22 pessoas e 4 empresas viram rés por tragédia em Mariana,0,22 pesso 4 empr vir re traged mari
364,ONU: ações na tragédia de Mariana são ‘insuficientes’,0,onu aco traged mari insufici
365,Acidente com Fokker 100 da TAM completa 20 anos,0,acid fokk 100 tam complet 20 ano
366,"Em 3 meses, tragédia do Metrô pode acabar sem culpados",0,3 mes traged metr pod acab culp
367,MPF denuncia 22 pessoas por rompimento da barragem de Mariana,0,mpf denunc 22 pesso romp barr mari
368,Três suspeitos são presos por morte de filha de Tyson Gay,0,tre suspeit pres mort filh tyson gay
369,Candidatos à prefeitura de Mariana ignoram tragédia em propostas,0,candidat prefeit mari ignor traged propost
370,Pai da família brasileira esquartejada em Madri acumulava dívidas,0,pai famil esquartej madr acumul div
371,Tribunal de Contas da União vê omissão em tragédia de Mariana,0,tribun cont unia ve omissa traged mari
372,Justiça Federal quer perícia em área da Samarco,0,jus feder qu peric are samarc
373,Equipes ainda buscam dezenas de vítimas de terremoto na Itália,0,equip aind busc dezen vit terremot ital
374,Acordo de R$ 20 bi da Samarco para recuperar Rio Doce é anulado,0,acord r 20 bi samarc recuper rio doc anul
375,Quatro réus do incêndio na boate Kiss vão a júri popular,0,quatr reu incendi boat kis jur popul
376,"Governo de MG sabia de obra em barragem da Samarco, diz jornal",0,govern mg sab obr barr samarc diz jorn
377,Justiça aceita denúncia contra 14 acusados por queda de ciclovia,0,jus aceit denunc contr 14 acus qued ciclov
378,MP denuncia 14 por mortes após queda de ciclovia no Rio,0,mp denunc 14 mort apo qued ciclov rio
379,STJ suspende acordo entre Samarco e União que previa fundo de R$ 20 bi,0,stj suspend acord samarc unia prev fund r 20 bi
380,Bombeiros encontram destroços de helicóptero em SP; 5 morreram,0,bomb encontr destroc helicopter sp 5 morr
381,"Obras na barragem causaram a tragédia de Mariana, diz relatório do MP",0,obr barr caus traged mari diz relatori mp
382,"Mineradoras cogitaram evacuar Bento Rodrigues em 2012, aponta PF",0,miner cogit evacu bent rodrig 2012 apont pf
383,Carroção para Curitiba,0,carroca curitib
384,Falha nos freios pode ter causado acidente de ônibus que matou 18 estudantes em rodovia,0,falh frei pod ter caus acid onibu mat 18 estud rodov
385,"Há exatos 44 anos, acidente entre trens matou mais de 20 estudantes de Mogi",0,exat 44 ano acid tr mat 20 estud mog
386,"Vale adulterou dados sobre volume de lama depositado, após rompimento de barragem",0,val adulter dad sobr volum lam deposit apo romp barr
387,MP recomenda que Samarco não volte a operar em Mariana,0,mp recomend samarc volt oper mari
388,Samarco dá primeiro passo para voltar a operar em Mariana,0,samarc prim pass volt oper mari
389,Tragédia em Mariana: TRF homologa acordo entre Samarco e União,0,traged mari trf homolog acord samarc unia
390,"Ciclovia no Rio desabou porque só estava encaixada nos pilares, diz perícia do MP",0,ciclov rio desab porqu encaix pil diz peric mp
391,Justiça dá cinco dias para Samarco estancar vazamento de lama,0,jus cinc dia samarc estanc vaz lam
392,"Cinco meses após tragédia, rejeitos continuam vazando de barragem em Mariana, diz MP",0,cinc mes apo traged rejeit continu vaz barr mari diz mp
393,Tiros no Congresso americano,0,tir congress americ
394,STJ suspende inquérito que pede prisão preventiva de executivos da Samarco,0,stj suspend inquerit ped prisa preven execu samarc
395,Grampos revelam que Samarco definiu com funcionários o que mostrar à PF,0,gramp revel samarc defin funcionari mostr pf
396,Caso Kiss: MP pede arquivamento de inquérito contra prefeito,0,cas kis mp ped arquiv inquerit contr prefeit
397,Corpo é encontrado em Mariana quatro meses após rompimento de barragem,0,corp encontr mari quatr mes apo romp barr
398,"Justiça de Minas bloqueia R$ 500 mi da Samarco, Vale e BHP",0,jus min bloque r 500 mi samarc val bhp
399,"Justiça de Minas bloqueia 475 milhões de reais da Samarco, Vale e BHP",0,jus min bloque 475 milho real samarc val bhp
400,Polícia Civil faz buscas na sede da Samarco em BH,0,polic civil faz busc sed samarc bh
401,"Em nova ação contra Samarco, MP cobra R$ 5 bilhões",0,nov aca contr samarc mp cobr r 5 bilho
402,Famílias de mortos na Boate Kiss recorrem a corte internacional,0,famil mort boat kis recorr cort internac
403,Sócio da boate Kiss pede indenização de R$ 528 mil ao Estado,0,soci boat kis ped indenizaca r 528 est
404,"Samarco pressionou por licença, diz projetista da barragem",0,samarc pression licenc diz projet barr
405,Estudo revela potencial ruptura de novas barragens em Mariana (MG),0,estud revel potenc rupt nov barr mari mg
406,Barragens não serão mais monitoradas por mineradoras,0,barr monitor miner
407,"MP investiga destino de R$ 1,8 mi doado a vítimas de Mariana",0,mp investig destin r 1 8 mi do vit mari
408,"Tragédia de Mariana: Após 41 dias do desastre, bombeiros encontram 17º corpo",0,traged mari apo 41 dia desastr bomb encontr 17o corp
409,"Responsabilidade por Mariana também é do governo, diz ONU",0,respons mari govern diz onu
410,"Mais um corpo é encontrado em Mariana, mais de 1 mês após a tragédia",0,corp encontr mari 1 me apo traged
411,Samarco rejeita acordo e MP entra na Justiça para conseguir indenização às vítimas,0,samarc rejeit acord mp entr jus consegu indenizaca vit
412,ONU vai investigar tragédia de Mariana,0,onu investig traged mari
413,Dono da Kiss responsabiliza autoridades pela tragédia: ‘Deveria ter mais gente dando explicação’,0,don kis responsabiliz autoridad traged dev ter gent dand explicaca
414,Justiça mineira determina que Samarco deposite R$ 1 bi para cobrir danos,0,jus min determin samarc deposit r 1 bi cobr dan
415,Cunha: decisão sobre impeachment é adiada,0,cunh decisa sobr impeachment adi
416,Samarco paga primeira parcela do acordo de R$ 1 bi com o MP,0,samarc pag prim parcel acord r 1 bi mp
417,"Lama das barragens já matou 11 toneladas de peixes, diz Ibama",0,lam barr mat 11 tonel peix diz ibam
418,Juiz de Mariana diz que Samarco age como um ‘botequim de esquina’,0,juiz mari diz samarc age botequim esquin
419,Corpo é encontrado em Mariana três semanas após rompimento de barragem,0,corp encontr mari tre seman apo romp barr
420,Vale é acusada de crimes ambientais por moradores de cidade mineira,0,val acus crim ambient mor cidad min
421,Tragédia em Mariana: barragem de Fundão tinha lama da Vale,0,traged mari barr funda lam val
422,"Samarco não tinha plano de resgate e reação foi lenta, critica governador do ES",0,samarc plan resgat reaca lent crit govern es
423,Tragédia de Mariana espalha tensão por cidades mineradoras,0,traged mari espalh tensa cidad miner
424,Tragédia de Mariana: lama que arrasou rios ameaça o ecossistema marinho,0,traged mari lam arras rio ameac ecossistem mar
425,Pimentel diz que ainda há risco de novos rompimentos em barragens de Mariana,0,pimentel diz aind risc nov romp barr mari
426,Tragédia em Mariana: Prefeito de cidade no ES ameaça bloquear estrada de ferro da Vale,0,traged mari prefeit cidad es ameac bloqu estr ferr val
427,Tragédia em Mariana: para que não se repita,0,traged mari repit
428,"Para Defesa Civil de Minas, Bento Rodrigues deve acabar",0,defês civil min bent rodrig dev acab
